d3mIndex,month_id,country_id,country_name,year,month,acled_count_pr,ged_best_ns,ged_best_sb,ln_ged_best_sb,icgcw_deteriorated,icgcw_improved,vdem_e_v2x_polyarchy_5c,vdem_e_wb_pop,vdem_e_wbgi_pve,vdem_e_total_resources_income_pc,time_since_ged_dummy_sb,reign_anticipation,reign_elected,reign_precip,reign_prev_conflict,reign_tenure_months,fvp_prop_excluded,fvp_lnpop200,fvp_lngdp200,fvp_lngdppercapita200,in_africa,yearmonth
18070,335,54,The Gambia,2007,11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1639848.0,0.048,0.0,1332,0.0,1.0,-0.662618735389272,0.0,161.0,0.0,7.340687,7.749548,7.318339999999999,1,2007-11
18071,336,54,The Gambia,2007,12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1639848.0,0.048,0.0,1333,0.0,1.0,-0.6743405785031611,0.0,162.0,0.0,7.340687,7.749548,7.318339999999999,1,2007-12
18072,337,54,The Gambia,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1334,0.0,1.0,-0.674043417488817,0.0,163.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-1
18073,338,54,The Gambia,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1335,0.0,1.0,-0.692814983731482,0.0,164.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-2
18074,339,54,The Gambia,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1336,0.0,1.0,-0.696208323437083,0.0,165.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-3
18075,340,54,The Gambia,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1337,0.0,1.0,-0.681234516155957,0.0,166.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-4
18076,341,54,The Gambia,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1338,0.0,1.0,-0.631311138625182,0.0,167.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-5
18077,342,54,The Gambia,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1339,0.0,1.0,-0.193182322192867,0.0,168.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-6
18078,343,54,The Gambia,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1340,0.0,1.0,0.12030601334940899,0.0,169.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-7
18079,344,54,The Gambia,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1341,0.0,1.0,0.29776093973872697,0.0,170.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-8
18080,345,54,The Gambia,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1342,0.0,1.0,0.194417169059154,0.0,171.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-9
18081,346,54,The Gambia,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1343,0.0,1.0,0.413537570423755,0.0,172.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-10
18082,347,54,The Gambia,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1344,0.0,1.0,0.334095426343669,0.0,173.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-11
18083,348,54,The Gambia,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1689285.0,0.065,0.0,1345,0.0,1.0,0.330726094513177,0.0,174.0,0.0,7.375463000000001,7.80531,7.342475,1,2008-12
18084,349,54,The Gambia,2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1346,0.0,1.0,0.329683486168762,0.0,175.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-1
18085,350,54,The Gambia,2009,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1347,0.0,1.0,0.29836653974879807,0.0,176.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-2
18086,351,54,The Gambia,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1348,0.0,1.0,0.293276399122482,0.0,177.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-3
18087,352,54,The Gambia,2009,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1349,0.0,1.0,0.29678668367359,0.0,178.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-4
18088,353,54,The Gambia,2009,5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1350,0.0,1.0,0.308651117712399,0.0,179.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-5
18089,354,54,The Gambia,2009,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1351,0.0,1.0,0.21019889995334398,0.0,180.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-6
18090,355,54,The Gambia,2009,7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1352,0.0,1.0,0.0845660034027014,0.0,181.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-7
18091,356,54,The Gambia,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1353,0.0,1.0,0.387858356840767,0.0,182.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-8
18092,357,54,The Gambia,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1354,0.0,1.0,0.65395788479366,0.0,183.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-9
18093,358,54,The Gambia,2009,10,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1355,0.0,1.0,0.43566176608940793,0.0,184.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-10
18094,359,54,The Gambia,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1356,0.0,1.0,0.45994678700905706,0.0,185.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-11
18095,360,54,The Gambia,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1740279.0,0.124,0.0,1357,0.0,1.0,0.45788040170244204,0.0,186.0,0.0,7.4093990000000005,7.867813000000001,7.373384,1,2009-12
18096,361,54,The Gambia,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1358,0.0,1.0,0.458600933009952,0.0,187.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-1
18097,362,54,The Gambia,2010,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1359,0.0,1.0,0.45578124035110207,0.0,188.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-2
18098,363,54,The Gambia,2010,3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1360,0.0,1.0,0.45053681625199804,0.0,189.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-3
18099,364,54,The Gambia,2010,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1361,0.0,1.0,0.4664730529743879,0.0,190.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-4
18100,365,54,The Gambia,2010,5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1362,0.0,1.0,0.453587605607913,0.0,191.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-5
18101,366,54,The Gambia,2010,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1363,0.0,1.0,0.5456824605740329,0.0,192.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-6
18102,367,54,The Gambia,2010,7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1364,0.0,1.0,0.934623651461366,0.0,193.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-7
18103,368,54,The Gambia,2010,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1365,0.0,1.0,0.78041018557485,0.0,194.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-8
18104,369,54,The Gambia,2010,9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1366,0.0,1.0,1.31611258040187,0.0,195.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-9
18105,370,54,The Gambia,2010,10,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1367,0.0,1.0,1.4801459568808701,0.0,196.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-10
18106,371,54,The Gambia,2010,11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1368,0.0,1.0,1.4670752694529,0.0,197.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-11
18107,372,54,The Gambia,2010,12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1793196.0,0.065,0.0,1369,0.0,1.0,1.47272124472422,0.0,198.0,0.0,7.442492999999999,7.9310339999999995,7.405035000000001,1,2010-12
18108,373,54,The Gambia,2011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1370,0.0,1.0,1.4761131999879,0.0,199.0,0.0,7.473356,7.887134,7.329598,1,2011-1
18109,374,54,The Gambia,2011,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1371,0.0,1.0,1.47106583534787,0.0,200.0,0.0,7.473356,7.887134,7.329598,1,2011-2
18110,375,54,The Gambia,2011,3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1372,0.0,1.0,1.4671526835517,0.0,201.0,0.0,7.473356,7.887134,7.329598,1,2011-3
18111,376,54,The Gambia,2011,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1373,0.0,1.0,1.4651622042062602,0.0,202.0,0.0,7.473356,7.887134,7.329598,1,2011-4
18112,377,54,The Gambia,2011,5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1374,1.0,1.0,1.4344709918517602,0.0,203.0,0.0,7.473356,7.887134,7.329598,1,2011-5
18113,378,54,The Gambia,2011,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1375,1.0,1.0,1.16936825887128,0.0,204.0,0.0,7.473356,7.887134,7.329598,1,2011-6
18114,379,54,The Gambia,2011,7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1376,1.0,1.0,0.7367623150379179,0.0,205.0,0.0,7.473356,7.887134,7.329598,1,2011-7
18115,380,54,The Gambia,2011,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1377,1.0,1.0,0.724287190985825,0.0,206.0,0.0,7.473356,7.887134,7.329598,1,2011-8
18116,381,54,The Gambia,2011,9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1378,1.0,1.0,-0.40341980403896005,0.0,207.0,0.0,7.473356,7.887134,7.329598,1,2011-9
18117,382,54,The Gambia,2011,10,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1379,1.0,1.0,-0.654155608813583,0.0,208.0,0.0,7.473356,7.887134,7.329598,1,2011-10
18118,383,54,The Gambia,2011,11,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1848147.0,0.0,0.0,1380,1.0,1.0,-0.670424752532366,0.0,209.0,0.0,7.473356,7.887134,7.329598,1,2011-11
18119,384,54,The Gambia,2011,12,0.0,0.0,0.0,0.0,0.027027027027027,0.0,0.25,1848147.0,0.0,0.0,1381,0.0,1.0,-0.6822245753466479,0.0,210.0,0.0,7.473356,7.887134,7.329598,1,2011-12
18120,385,54,The Gambia,2012,1,0.0,0.0,0.0,0.0,0.0540540540540541,0.0,0.25,1905011.0,-0.001,0.0,1382,0.0,1.0,-0.6844215646606759,0.0,211.0,0.0,7.502741,7.941619,7.352653,1,2012-1
18121,386,54,The Gambia,2012,2,0.0,0.0,0.0,0.0,0.0810810810810811,0.0,0.25,1905011.0,-0.001,0.0,1383,0.0,1.0,-0.68516928086043,0.0,212.0,0.0,7.502741,7.941619,7.352653,1,2012-2
18122,387,54,The Gambia,2012,3,0.0,0.0,0.0,0.0,0.108108108108108,0.0,0.25,1905011.0,-0.001,0.0,1384,0.0,1.0,-0.600940673961007,0.0,213.0,0.0,7.502741,7.941619,7.352653,1,2012-3
18123,388,54,The Gambia,2012,4,0.0,0.0,0.0,0.0,0.135135135135135,0.0,0.25,1905011.0,-0.001,0.0,1385,0.0,1.0,-0.588777279794629,0.0,214.0,0.0,7.502741,7.941619,7.352653,1,2012-4
18124,389,54,The Gambia,2012,5,1.0,0.0,0.0,0.0,0.162162162162162,0.0,0.25,1905011.0,-0.001,0.0,1386,0.0,1.0,-0.482277884467285,0.0,215.0,0.0,7.502741,7.941619,7.352653,1,2012-5
18125,390,54,The Gambia,2012,6,0.0,0.0,0.0,0.0,0.189189189189189,0.0,0.25,1905011.0,-0.001,0.0,1387,0.0,1.0,-0.32019733284037394,0.0,216.0,0.0,7.502741,7.941619,7.352653,1,2012-6
18126,391,54,The Gambia,2012,7,0.0,0.0,0.0,0.0,0.216216216216216,0.0,0.25,1905011.0,-0.001,0.0,1388,0.0,1.0,0.14368656547546502,0.0,217.0,0.0,7.502741,7.941619,7.352653,1,2012-7
18127,392,54,The Gambia,2012,8,0.0,0.0,0.0,0.0,0.24324324324324303,0.0,0.25,1905011.0,-0.001,0.0,1389,0.0,1.0,0.0255582890681812,0.0,218.0,0.0,7.502741,7.941619,7.352653,1,2012-8
18128,393,54,The Gambia,2012,9,0.0,0.0,0.0,0.0,0.27027027027027,0.0,0.25,1905011.0,-0.001,0.0,1390,0.0,1.0,0.7777983189007031,0.0,219.0,0.0,7.502741,7.941619,7.352653,1,2012-9
18129,394,54,The Gambia,2012,10,0.0,0.0,0.0,0.0,0.297297297297297,0.0,0.25,1905011.0,-0.001,0.0,1391,0.0,1.0,0.8245298961685501,0.0,220.0,0.0,7.502741,7.941619,7.352653,1,2012-10
18130,395,54,The Gambia,2012,11,0.0,0.0,0.0,0.0,0.324324324324324,0.0,0.25,1905011.0,-0.001,0.0,1392,0.0,1.0,0.862865771384888,0.0,221.0,0.0,7.502741,7.941619,7.352653,1,2012-11
18131,396,54,The Gambia,2012,12,0.0,0.0,0.0,0.0,0.351351351351351,0.0,0.25,1905011.0,-0.001,0.0,1393,0.0,1.0,0.863781051512075,0.0,222.0,0.0,7.502741,7.941619,7.352653,1,2012-12
18132,397,54,The Gambia,2013,1,1.0,0.0,0.0,0.0,0.378378378378378,0.0,0.25,1963711.0,-0.049,0.0,1394,0.0,1.0,0.866195862615477,0.0,223.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-1
18133,398,54,The Gambia,2013,2,0.0,0.0,0.0,0.0,0.40540540540540504,0.0,0.25,1963711.0,-0.049,0.0,1395,0.0,1.0,0.8628358895381499,0.0,224.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-2
18134,399,54,The Gambia,2013,3,0.0,0.0,0.0,0.0,0.432432432432432,0.0,0.25,1963711.0,-0.049,0.0,1396,0.0,1.0,0.7813556499882289,0.0,225.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-3
18135,400,54,The Gambia,2013,4,0.0,0.0,0.0,0.0,0.459459459459459,0.0,0.25,1963711.0,-0.049,0.0,1397,0.0,1.0,0.7851020062459431,0.0,226.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-4
18136,401,54,The Gambia,2013,5,0.0,0.0,0.0,0.0,0.48648648648648707,0.0,0.25,1963711.0,-0.049,0.0,1398,0.0,1.0,0.703508257159873,0.0,227.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-5
18137,402,54,The Gambia,2013,6,0.0,0.0,0.0,0.0,0.5135135135135139,0.0,0.25,1963711.0,-0.049,0.0,1399,0.0,1.0,0.624961619843145,0.0,228.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-6
18138,403,54,The Gambia,2013,7,0.0,0.0,0.0,0.0,0.540540540540541,0.0,0.25,1963711.0,-0.049,0.0,1400,0.0,1.0,0.17889069024986498,0.0,229.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-7
18139,404,54,The Gambia,2013,8,0.0,0.0,0.0,0.0,0.567567567567568,0.0,0.25,1963711.0,-0.049,0.0,1401,0.0,1.0,0.268718855471478,0.0,230.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-8
18140,405,54,The Gambia,2013,9,0.0,0.0,0.0,0.0,0.594594594594595,0.0,0.25,1963711.0,-0.049,0.0,1402,0.0,1.0,-0.0718591471014221,0.0,231.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-9
18141,406,54,The Gambia,2013,10,0.0,0.0,0.0,0.0,0.621621621621622,0.0,0.25,1963711.0,-0.049,0.0,1403,0.0,1.0,0.0213712904800883,0.0,232.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-10
18142,407,54,The Gambia,2013,11,0.0,0.0,0.0,0.0,0.6486486486486489,0.0,0.25,1963711.0,-0.049,0.0,1404,0.0,1.0,-0.0127784863296574,0.0,233.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-11
18143,408,54,The Gambia,2013,12,0.0,0.0,0.0,0.0,0.675675675675676,0.0,0.25,1963711.0,-0.049,0.0,1405,0.0,1.0,-0.0091851808576828,0.0,234.0,0.0,7.530608,7.988397,7.368183999999999,1,2013-12
18144,409,54,The Gambia,2014,1,0.0,0.0,0.0,0.0,0.7027027027027031,0.0,0.25,2024042.0,-0.151,0.0,1406,0.0,1.0,-0.0107358046223363,0.0,235.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-1
18145,410,54,The Gambia,2014,2,0.0,0.0,0.0,0.0,0.72972972972973,0.0,0.25,2024042.0,-0.151,0.0,1407,0.0,1.0,-0.0124201766549377,0.0,236.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-2
18146,411,54,The Gambia,2014,3,0.0,0.0,0.0,0.0,0.756756756756757,0.0,0.25,2024042.0,-0.151,0.0,1408,0.0,1.0,-0.0166054376610958,0.0,237.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-3
18147,412,54,The Gambia,2014,4,0.0,0.0,0.0,0.0,0.7837837837837841,0.0,0.25,2024042.0,-0.151,0.0,1409,0.0,1.0,0.00433487630688695,0.0,238.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-4
18148,413,54,The Gambia,2014,5,2.0,0.0,0.0,0.0,0.810810810810811,0.0,0.25,2024042.0,-0.151,0.0,1410,0.0,1.0,0.17085190684824403,0.0,239.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-5
18149,414,54,The Gambia,2014,6,0.0,0.0,0.0,0.0,0.837837837837838,0.0,0.25,2024042.0,-0.151,0.0,1411,0.0,1.0,0.345742731318628,0.0,240.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-6
18150,415,54,The Gambia,2014,7,1.0,0.0,0.0,0.0,0.8648648648648649,0.0,0.25,2024042.0,-0.151,0.0,1412,0.0,1.0,0.10694088154302601,0.0,241.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-7
18151,416,54,The Gambia,2014,8,0.0,0.0,0.0,0.0,0.8918918918918921,0.0,0.25,2024042.0,-0.151,0.0,1413,0.0,1.0,-0.155449999863938,0.0,242.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-8
18152,417,54,The Gambia,2014,9,0.0,0.0,0.0,0.0,0.9189189189189191,0.0,0.25,2024042.0,-0.151,0.0,1414,0.0,1.0,-0.411334911122709,0.0,243.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-9
18153,418,54,The Gambia,2014,10,1.0,0.0,0.0,0.0,0.9459459459459459,0.0,0.25,2024042.0,-0.151,0.0,1415,0.0,1.0,-0.582928759158805,0.0,244.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-10
18154,419,54,The Gambia,2014,11,0.0,0.0,0.0,0.0,0.972972972972973,0.0,0.25,2024042.0,-0.151,0.0,1416,0.0,1.0,-0.5886200684896271,0.0,245.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-11
18155,420,54,The Gambia,2014,12,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2024042.0,-0.151,0.0,1417,0.0,1.0,-0.5707714940679339,0.0,246.0,0.0,7.556952000000001,7.997357000000001,7.346151,1,2014-12
18156,421,54,The Gambia,2015,1,6.0,0.0,0.0,0.0,0.0,0.0,0.25,2085860.0,0.02,0.0,1418,0.0,1.0,-0.5722108318631379,0.0,247.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-1
18157,422,54,The Gambia,2015,2,2.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.25,2085860.0,0.02,0.0,1419,0.0,1.0,-0.5730261507718829,0.0,248.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-2
18158,423,54,The Gambia,2015,3,6.0,0.0,0.0,0.0,0.133333333333333,0.0,0.25,2085860.0,0.02,0.0,1420,0.0,1.0,-0.576596795529423,0.0,249.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-3
18159,424,54,The Gambia,2015,4,0.0,0.0,0.0,0.0,0.2,0.0,0.25,2085860.0,0.02,0.0,1421,0.0,1.0,-0.576586701688476,0.0,250.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-4
18160,425,54,The Gambia,2015,5,0.0,0.0,0.0,0.0,0.266666666666667,0.0,0.25,2085860.0,0.02,0.0,1422,0.0,1.0,-0.8066483718551709,0.0,251.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-5
18161,426,54,The Gambia,2015,6,0.0,0.0,0.0,0.0,0.33333333333333304,0.0,0.25,2085860.0,0.02,0.0,1423,0.0,1.0,-1.21673170676208,0.0,252.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-6
18162,427,54,The Gambia,2015,7,0.0,0.0,0.0,0.0,0.4,0.0,0.25,2085860.0,0.02,0.0,1424,0.0,1.0,-0.908500733357708,0.0,253.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-7
18163,428,54,The Gambia,2015,8,0.0,0.0,0.0,0.0,0.46666666666666706,0.0,0.25,2085860.0,0.02,0.0,1425,0.0,1.0,-0.477288701774115,0.0,254.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-8
18164,429,54,The Gambia,2015,9,0.0,0.0,0.0,0.0,0.5333333333333329,0.0,0.25,2085860.0,0.02,0.0,1426,0.0,1.0,-0.45451997760245294,0.0,255.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-9
18165,430,54,The Gambia,2015,10,0.0,0.0,0.0,0.0,0.6,0.0,0.25,2085860.0,0.02,0.0,1427,0.0,1.0,-0.211074758139042,0.0,256.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-10
18166,431,54,The Gambia,2015,11,2.0,0.0,0.0,0.0,0.666666666666667,0.0,0.25,2085860.0,0.02,0.0,1428,0.0,1.0,-0.184308943788928,0.0,257.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-11
18167,432,54,The Gambia,2015,12,0.0,0.0,0.0,0.0,0.733333333333333,0.0,0.25,2085860.0,0.02,0.0,1429,0.0,1.0,-0.22874383184587,0.0,258.0,0.0,7.581821000000001,8.039458,7.357578999999999,1,2015-12
18168,433,54,The Gambia,2016,1,0.0,0.0,0.0,0.0,0.8,0.0,0.25,2149139.0,-0.434,0.0,1430,0.0,1.0,-0.225989909237012,0.0,259.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-1
18169,434,54,The Gambia,2016,2,0.0,0.0,0.0,0.0,0.866666666666667,0.0,0.25,2149139.0,-0.434,0.0,1431,0.0,1.0,-0.22117885160795497,0.0,260.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-2
18170,435,54,The Gambia,2016,3,0.0,0.0,0.0,0.0,0.933333333333333,0.0,0.25,2149139.0,-0.434,0.0,1432,0.0,1.0,-0.225133778087331,0.0,261.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-3
18171,436,54,The Gambia,2016,4,1.0,0.0,0.0,0.0,1.0,0.0,0.25,2149139.0,-0.434,0.0,1433,0.0,1.0,-0.21763095583088202,0.0,262.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-4
18172,437,54,The Gambia,2016,5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,2149139.0,-0.434,0.0,1434,0.0,1.0,-0.130358051151669,0.0,263.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-5
18173,438,54,The Gambia,2016,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2149139.0,-0.434,0.0,1435,1.0,1.0,0.0219952864119273,0.0,264.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-6
18174,439,54,The Gambia,2016,7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2149139.0,-0.434,0.0,1436,1.0,1.0,0.371430255714412,0.0,265.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-7
18175,440,54,The Gambia,2016,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2149139.0,-0.434,0.0,1437,1.0,1.0,-0.10599857893921301,0.0,266.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-8
18176,441,54,The Gambia,2016,9,0.0,0.0,0.0,0.0,0.25,0.0,0.25,2149139.0,-0.434,0.0,1438,1.0,1.0,0.340999129822603,0.0,267.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-9
18177,442,54,The Gambia,2016,10,0.0,0.0,0.0,0.0,0.5,0.0,0.25,2149139.0,-0.434,0.0,1439,1.0,1.0,0.0370598850062309,0.0,268.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-10
18178,443,54,The Gambia,2016,11,2.0,0.0,0.0,0.0,0.75,0.0,0.25,2149139.0,-0.434,0.0,1440,1.0,1.0,0.0437662105061345,0.0,269.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-11
18179,444,54,The Gambia,2016,12,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2149139.0,-0.434,0.0,1441,1.0,1.0,0.0370151696025888,0.0,270.0,0.0,7.601926,8.061378999999999,7.349164,1,2016-12
18180,445,54,The Gambia,2017,1,1.0,0.0,0.0,0.0,0.0,1.0,0.25,2213894.0,-0.084,0.0,1442,0.0,1.0,0.0334475431854032,0.0,1.0,0.0,7.623756,8.09578,7.405836999999999,1,2017-1
18181,446,54,The Gambia,2017,2,2.0,0.0,0.0,0.0,0.0,0.0,0.25,2213894.0,-0.084,0.0,1443,0.0,1.0,0.0254954787600388,0.0,2.0,0.0,7.623756,8.09578,7.405836999999999,1,2017-2
18182,447,54,The Gambia,2017,3,4.0,0.0,0.0,0.0,0.0,0.0,0.25,2213894.0,-0.084,0.0,1444,0.0,1.0,0.0206991102289835,0.0,3.0,0.0,7.623756,8.09578,7.405836999999999,1,2017-3
18183,448,54,The Gambia,2017,4,8.0,0.0,0.0,0.0,0.0,0.0,0.25,2213894.0,-0.084,0.0,1445,0.0,1.0,0.026329091089345998,0.0,4.0,0.0,7.623756,8.09578,7.405836999999999,1,2017-4
