"d3mIndex","Region","Zone","Year","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month"
6293,"Southern Nations, Nationalities, and People's Region","Sidama",2014,"2014-04",184.141092405,6655.684,13.08906,6642.595,"ETH","Ethiopia",4322584,2482.328,5.3883335,NA,1008952.98,46757.16,33.02,NA,4
6294,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-04",147.2653792195,6655.684,13.08906,6642.595,"ETH","Ethiopia",4438146,2548.692,NA,NA,894161.29,NA,32.85,NA,4
6295,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-05",183.547798715,6655.684,13.08906,6642.595,"ETH","Ethiopia",4448319,2554.534,NA,NA,894161.29,NA,32.85,NA,5
6296,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-06",178.600169595,6655.684,13.08906,6642.595,"ETH","Ethiopia",4458492,2560.376,NA,NA,894161.29,NA,32.85,NA,6
6297,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-01",15.9733666217,6655.684,13.08906,6642.595,"ETH","Ethiopia",4407627,2531.166,5.003333,NA,894161.29,NA,32.85,NA,1
6298,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-02",40.6121052673,6655.684,13.08906,6642.595,"ETH","Ethiopia",4417800,2537.008,NA,NA,894161.29,NA,32.85,NA,2
6299,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-08",123.3357390185,6655.684,13.08906,6642.595,"ETH","Ethiopia",4478837,2572.06,NA,NA,894161.29,NA,32.85,NA,8
6300,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-09",183.392607213,6655.684,13.08906,6642.595,"ETH","Ethiopia",4489010,2577.902,NA,NA,894161.29,NA,32.85,NA,9
6301,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-12",39.7269825885,6655.684,13.08906,6642.595,"ETH","Ethiopia",4519529,2595.428,NA,NA,894161.29,NA,32.85,NA,12
6302,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-07",135.42946411,6655.684,13.08906,6642.595,"ETH","Ethiopia",4468664,2566.218,NA,NA,894161.29,NA,32.85,NA,7
6303,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-11",63.1038925235,6655.684,13.08906,6642.595,"ETH","Ethiopia",4509356,2589.586,NA,NA,894161.29,NA,32.85,NA,11
6304,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-03",80.1462246905,6655.684,13.08906,6642.595,"ETH","Ethiopia",4427973,2542.85,NA,NA,894161.29,NA,32.85,NA,3
6305,"Southern Nations, Nationalities, and People's Region","Sidama",2015,"2015-10",140.538834366,6655.684,13.08906,6642.595,"ETH","Ethiopia",4499183,2583.744,NA,NA,894161.29,NA,32.85,NA,10
6306,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-10",237.13992233,6655.684,13.08906,6642.595,"ETH","Ethiopia",4621258,2653.848,NA,NA,923137.77,NA,33.09,NA,10
6307,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-04",258.3926991,6655.684,13.08906,6642.595,"ETH","Ethiopia",4560221,2618.796,NA,NA,923137.77,NA,33.09,NA,4
6308,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-05",194.905987915,6655.684,13.08906,6642.595,"ETH","Ethiopia",4570394,2624.638,NA,NA,923137.77,NA,33.09,NA,5
6309,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-09",137.238889372,6655.684,13.08906,6642.595,"ETH","Ethiopia",4611085,2648.006,NA,NA,923137.77,NA,33.09,NA,9
6310,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-07",107.522883238,6655.684,13.08906,6642.595,"ETH","Ethiopia",4590740,2636.322,NA,NA,923137.77,NA,33.09,NA,7
6311,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-11",104.7194482225,6655.684,13.08906,6642.595,"ETH","Ethiopia",4631431,2659.69,NA,NA,923137.77,NA,33.09,NA,11
6312,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-12",21.47968708875,6655.684,13.08906,6642.595,"ETH","Ethiopia",4641604,2665.532,NA,NA,923137.77,NA,33.09,NA,12
6313,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-02",55.1184205595,6655.684,13.08906,6642.595,"ETH","Ethiopia",4539875,2607.112,NA,NA,923137.77,NA,33.09,NA,2
6314,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-01",69.4311745185,6655.684,13.08906,6642.595,"ETH","Ethiopia",4529702,2601.27,NA,NA,923137.77,NA,33.09,NA,1
6315,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-03",91.60399115,6655.684,13.08906,6642.595,"ETH","Ethiopia",4550048,2612.954,NA,NA,923137.77,NA,33.09,NA,3
6316,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-06",120.76212339,6655.684,13.08906,6642.595,"ETH","Ethiopia",4580567,2630.48,NA,NA,923137.77,NA,33.09,NA,6
6317,"Southern Nations, Nationalities, and People's Region","Sidama",2016,"2016-08",116.7116572765,6655.684,13.08906,6642.595,"ETH","Ethiopia",4600912,2642.164,NA,NA,923137.77,NA,33.09,NA,8
6318,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-05",229.5802155,6655.684,13.08906,6642.595,"ETH","Ethiopia",4692469,2694.742,NA,NA,983270.04,NA,32.3,NA,5
6319,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-02",113.080170262,6655.684,13.08906,6642.595,"ETH","Ethiopia",4661950,2677.216,NA,NA,983270.04,NA,32.3,NA,2
6320,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-08",166.935411945,6655.684,13.08906,6642.595,"ETH","Ethiopia",4722987,2712.268,NA,NA,983270.04,NA,32.3,NA,8
6321,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-07",107.15895478,6655.684,13.08906,6642.595,"ETH","Ethiopia",4712814,2706.426,NA,NA,983270.04,NA,32.3,NA,7
6322,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-04",112.2399507975,6655.684,13.08906,6642.595,"ETH","Ethiopia",4682296,2688.9,NA,NA,983270.04,NA,32.3,NA,4
6323,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-12",23.81589494,6655.684,13.08906,6642.595,"ETH","Ethiopia",4763679,2735.636,NA,NA,983270.04,NA,32.3,NA,12
6324,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-06",97.3929660445,6655.684,13.08906,6642.595,"ETH","Ethiopia",4702642,2700.584,NA,NA,983270.04,NA,32.3,NA,6
6325,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-10",198.386872275,6655.684,13.08906,6642.595,"ETH","Ethiopia",4743333,2723.952,NA,NA,983270.04,NA,32.3,NA,10
6326,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-09",257.97130382,6655.684,13.08906,6642.595,"ETH","Ethiopia",4733160,2718.11,NA,NA,983270.04,NA,32.3,NA,9
6327,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-11",89.5906496655,6655.684,13.08906,6642.595,"ETH","Ethiopia",4753506,2729.794,NA,NA,983270.04,NA,32.3,NA,11
6328,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-01",11.91964192825,6655.684,13.08906,6642.595,"ETH","Ethiopia",4651777,2671.374,NA,NA,983270.04,NA,32.3,NA,1
6329,"Southern Nations, Nationalities, and People's Region","Sidama",2017,"2017-03",172.632331105,6655.684,13.08906,6642.595,"ETH","Ethiopia",4672123,2683.058,NA,NA,983270.04,NA,32.3,NA,3
6330,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-01",35.9300871037303,6655.684,13.08906,6642.595,"ETH","Ethiopia",4773852,2741.478,NA,NA,NA,NA,NA,NA,1
6331,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-02",86.5464672100794,6655.684,13.08906,6642.595,"ETH","Ethiopia",4784025,2747.32,NA,NA,NA,NA,NA,NA,2
6332,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-03",105.066886833808,6655.684,13.08906,6642.595,"ETH","Ethiopia",4794198,2753.162,NA,NA,NA,NA,NA,NA,3
6333,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-04",297.202556226018,6655.684,13.08906,6642.595,"ETH","Ethiopia",4804371,2759.004,NA,NA,NA,NA,NA,NA,4
6334,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-05",203.022840621041,6655.684,13.08906,6642.595,"ETH","Ethiopia",4814544,2764.847,NA,NA,NA,NA,NA,NA,5
6335,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-06",141.906534927649,6655.684,13.08906,6642.595,"ETH","Ethiopia",4824717,2770.689,NA,NA,NA,NA,NA,NA,6
6336,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-07",142.114116986578,6655.684,13.08906,6642.595,"ETH","Ethiopia",4834890,2776.531,NA,NA,NA,NA,NA,NA,7
6337,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-08",154.63097558383,6655.684,13.08906,6642.595,"ETH","Ethiopia",4845062,2782.373,NA,NA,NA,NA,NA,NA,8
6338,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-09",180.277328092842,6655.684,13.08906,6642.595,"ETH","Ethiopia",4855235,2788.215,NA,NA,NA,NA,NA,NA,9
6339,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-11",134.510960782837,6655.684,13.08906,6642.595,"ETH","Ethiopia",4875581,2799.899,NA,NA,NA,NA,NA,NA,11
6340,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-12",21.0862010719025,6655.684,13.08906,6642.595,"ETH","Ethiopia",4885754,2805.741,NA,NA,NA,NA,NA,NA,12
6341,"Southern Nations, Nationalities, and People's Region","Sidama",2018,"2018-10",183.718507912453,6655.684,13.08906,6642.595,"ETH","Ethiopia",4865408,2794.057,NA,NA,NA,NA,NA,NA,10
6342,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-03",54.6655226593293,6655.684,13.08906,6642.595,"ETH","Ethiopia",4916273,2823.267,NA,NA,NA,NA,NA,NA,3
6343,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-04",226.770731967813,6655.684,13.08906,6642.595,"ETH","Ethiopia",4926446,2829.109,NA,NA,NA,NA,NA,NA,4
6344,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-05",193.887772545342,6655.684,13.08906,6642.595,"ETH","Ethiopia",4936619,2834.951,NA,NA,NA,NA,NA,NA,5
6345,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-06",224.078426087069,6655.684,13.08906,6642.595,"ETH","Ethiopia",4946792,2840.793,NA,NA,NA,NA,NA,NA,6
6346,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-07",160.331035906566,6655.684,13.08906,6642.595,"ETH","Ethiopia",4956964,2846.635,NA,NA,NA,NA,NA,NA,7
6347,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-08",167.666277424698,6655.684,13.08906,6642.595,"ETH","Ethiopia",4967137,2852.477,NA,NA,NA,NA,NA,NA,8
6348,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-01",14.1837612690102,6655.684,13.08906,6642.595,"ETH","Ethiopia",4895927,2811.583,NA,NA,NA,NA,NA,NA,1
6349,"Southern Nations, Nationalities, and People's Region","Sidama",2019,"2019-02",32.8730015643993,6655.684,13.08906,6642.595,"ETH","Ethiopia",4906100,2817.425,NA,NA,NA,NA,NA,NA,2
6350,"Southern Nations, Nationalities, and People's Region","Siltʼe",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355589,273101,11.94,13.2,NA
6351,"Southern Nations, Nationalities, and People's Region","Siltʼe",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514976.77,237183.26,18.49,14.04,NA
6352,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-04",86.23084067,3465.863,24.85656,3441.006,"ETH","Ethiopia",1119200,325.2537,NA,NA,658698.36,294294.52,22.25,17,4
6353,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-11",111.84836471,3465.863,24.85656,3441.006,"ETH","Ethiopia",1137707,330.6322,NA,NA,658698.36,294294.52,22.25,17,11
6354,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-09",151.6588931,3465.863,24.85656,3441.006,"ETH","Ethiopia",1132420,329.0955,NA,NA,658698.36,294294.52,22.25,17,9
6355,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-12",5.504806811625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1140351,331.4005,NA,NA,658698.36,294294.52,22.25,17,12
6356,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-10",75.01134762375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1135064,329.8638,NA,NA,658698.36,294294.52,22.25,17,10
6357,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-01",21.02112788375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1111268,322.9487,NA,NA,658698.36,294294.52,22.25,17,1
6358,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-02",11.18252330525,3465.863,24.85656,3441.006,"ETH","Ethiopia",1113912,323.717,NA,NA,658698.36,294294.52,22.25,17,2
6359,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-06",168.4238037,3465.863,24.85656,3441.006,"ETH","Ethiopia",1124488,326.7904,NA,NA,658698.36,294294.52,22.25,17,6
6360,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-03",22.30723045625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1116556,324.4854,NA,NA,658698.36,294294.52,22.25,17,3
6361,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-07",200.1338843,3465.863,24.85656,3441.006,"ETH","Ethiopia",1127132,327.5588,NA,NA,658698.36,294294.52,22.25,17,7
6362,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-05",161.85877525,3465.863,24.85656,3441.006,"ETH","Ethiopia",1121844,326.0221,NA,NA,658698.36,294294.52,22.25,17,5
6363,"Southern Nations, Nationalities, and People's Region","Siltʼe",2008,"2008-08",196.8023742375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1129776,328.3271,NA,NA,658698.36,294294.52,22.25,17,8
6364,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-11",9.6369921535,3465.863,24.85656,3441.006,"ETH","Ethiopia",1169434,339.8524,NA,NA,545056.87,340805.33,19.41,18.34,11
6365,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-12",61.633671125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1172078,340.6207,NA,NA,545056.87,340805.33,19.41,18.34,12
6366,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-02",15.04034626875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1145639,332.9372,NA,NA,545056.87,340805.33,19.41,18.34,2
6367,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-06",84.79997669,3465.863,24.85656,3441.006,"ETH","Ethiopia",1156215,336.0106,NA,NA,545056.87,340805.33,19.41,18.34,6
6368,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-08",198.9402590375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1161502,337.5473,NA,NA,545056.87,340805.33,19.41,18.34,8
6369,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-03",56.57183319125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1148283,333.7056,NA,NA,545056.87,340805.33,19.41,18.34,3
6370,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-10",105.1096911125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1166790,339.084,NA,NA,545056.87,340805.33,19.41,18.34,10
6371,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-07",140.0410600125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1158859,336.779,NA,NA,545056.87,340805.33,19.41,18.34,7
6372,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-01",67.60725630375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1142995,332.1689,NA,NA,545056.87,340805.33,19.41,18.34,1
6373,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-05",97.7492776825,3465.863,24.85656,3441.006,"ETH","Ethiopia",1153571,335.2423,NA,NA,545056.87,340805.33,19.41,18.34,5
6374,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-04",62.2980718725,3465.863,24.85656,3441.006,"ETH","Ethiopia",1150927,334.4739,NA,NA,545056.87,340805.33,19.41,18.34,4
6375,"Southern Nations, Nationalities, and People's Region","Siltʼe",2009,"2009-09",102.431481065,3465.863,24.85656,3441.006,"ETH","Ethiopia",1164146,338.3157,NA,NA,545056.87,340805.33,19.41,18.34,9
6376,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-02",88.7360083575,3465.863,24.85656,3441.006,"ETH","Ethiopia",1177612,342.229,NA,NA,535493.7,322718.78,18.27,20.36,2
6377,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-01",26.5764128375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1174722,341.3891,NA,NA,535493.7,322718.78,18.27,20.36,1
6378,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-09",137.4223331625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1197843,348.1084,NA,NA,535493.7,322718.78,18.27,20.36,9
6379,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-12",9.794778563625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1206514,350.6282,NA,NA,535493.7,322718.78,18.27,20.36,12
6380,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-04",131.524114675,3465.863,24.85656,3441.006,"ETH","Ethiopia",1183392,343.9089,NA,NA,535493.7,322718.78,18.27,20.36,4
6381,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-10",40.63863365375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1200734,348.9484,NA,NA,535493.7,322718.78,18.27,20.36,10
6382,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-06",147.329344625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1189173,345.5887,NA,NA,535493.7,322718.78,18.27,20.36,6
6383,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-05",167.6810510375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1186283,344.7488,NA,NA,535493.7,322718.78,18.27,20.36,5
6384,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-08",172.6101869625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1194953,347.2685,NA,NA,535493.7,322718.78,18.27,20.36,8
6385,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-03",139.0889973,3465.863,24.85656,3441.006,"ETH","Ethiopia",1180502,343.0689,NA,NA,535493.7,322718.78,18.27,20.36,3
6386,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-11",40.3101325825,3465.863,24.85656,3441.006,"ETH","Ethiopia",1203624,349.7883,NA,NA,535493.7,322718.78,18.27,20.36,11
6387,"Southern Nations, Nationalities, and People's Region","Siltʼe",2010,"2010-07",201.048236875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1192063,346.4286,NA,NA,535493.7,322718.78,18.27,20.36,7
6388,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-01",12.76550883025,3465.863,24.85656,3441.006,"ETH","Ethiopia",1209404,351.4681,NA,NA,NA,NA,NA,NA,1
6389,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-02",14.6214510425,3465.863,24.85656,3441.006,"ETH","Ethiopia",1212294,352.308,NA,NA,NA,NA,NA,NA,2
6390,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-03",71.55829423375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1215184,353.148,NA,NA,NA,NA,NA,NA,3
6391,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-04",71.17800288,3465.863,24.85656,3441.006,"ETH","Ethiopia",1218074,353.9879,NA,NA,NA,NA,NA,NA,4
6392,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-05",160.6529698625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1220965,354.8278,NA,NA,NA,NA,NA,NA,5
6393,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-12",0.23076957825,3465.863,24.85656,3441.006,"ETH","Ethiopia",1241196,360.7072,NA,NA,NA,NA,NA,NA,12
6394,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-10",6.23264579825,3465.863,24.85656,3441.006,"ETH","Ethiopia",1235416,359.0274,NA,NA,NA,NA,NA,NA,10
6395,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-11",37.58074892625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1238306,359.8673,NA,NA,NA,NA,NA,NA,11
6396,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-09",152.8124671375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1232525,358.1875,NA,NA,NA,NA,NA,NA,9
6397,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-06",116.58334073125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1223855,355.6677,NA,NA,NA,NA,NA,NA,6
6398,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-07",198.8691190125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1226745,356.5076,NA,NA,NA,NA,NA,NA,7
6399,"Southern Nations, Nationalities, and People's Region","Siltʼe",2011,"2011-08",209.6456786875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1229635,357.3475,NA,NA,NA,NA,NA,NA,8
6400,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-03",82.44337509875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1249866,363.227,NA,NA,969802.36,441401.61,27.26,18.36,3
6401,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-02",4.193172182875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1246976,362.3871,NA,NA,969802.36,441401.61,27.26,18.36,2
6402,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-09",154.1705277125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1267207,368.2665,NA,NA,969802.36,441401.61,27.26,18.36,9
6403,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-10",11.500258843875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1270098,369.1064,NA,NA,969802.36,441401.61,27.26,18.36,10
6404,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-05",101.67116531625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1255647,364.9068,NA,NA,969802.36,441401.61,27.26,18.36,5
6405,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-04",149.2364617875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1252756,364.0669,NA,NA,969802.36,441401.61,27.26,18.36,4
6406,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-06",244.1405739375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1258537,365.7467,NA,NA,969802.36,441401.61,27.26,18.36,6
6407,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-01",16.444838535,3465.863,24.85656,3441.006,"ETH","Ethiopia",1244086,361.5471,NA,NA,969802.36,441401.61,27.26,18.36,1
6408,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-07",252.753030475,3465.863,24.85656,3441.006,"ETH","Ethiopia",1261427,366.5867,NA,NA,969802.36,441401.61,27.26,18.36,7
6409,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-12",15.79329390625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1275878,370.7862,NA,NA,969802.36,441401.61,27.26,18.36,12
6410,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-11",8.118852402625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1272988,369.9463,NA,NA,969802.36,441401.61,27.26,18.36,11
6411,"Southern Nations, Nationalities, and People's Region","Siltʼe",2012,"2012-08",153.548916475,3465.863,24.85656,3441.006,"ETH","Ethiopia",1264317,367.4266,NA,NA,969802.36,441401.61,27.26,18.36,8
6412,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-04",107.35950785,3465.863,24.85656,3441.006,"ETH","Ethiopia",1287438,374.1459,NA,NA,1392796.94,588417.83,33.56,27.63,4
6413,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-10",111.67169555,3465.863,24.85656,3441.006,"ETH","Ethiopia",1304780,379.1854,NA,NA,1392796.94,588417.83,33.56,27.63,10
6414,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-05",152.0198417875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1290329,374.9858,NA,NA,1392796.94,588417.83,33.56,27.63,5
6415,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-02",9.9661100815,3465.863,24.85656,3441.006,"ETH","Ethiopia",1281658,372.4661,NA,NA,1392796.94,588417.83,33.56,27.63,2
6416,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-08",199.4653674625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1298999,377.5056,NA,NA,1392796.94,588417.83,33.56,27.63,8
6417,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-03",68.12193849875,3465.863,24.85656,3441.006,"ETH","Ethiopia",1284548,373.306,NA,NA,1392796.94,588417.83,33.56,27.63,3
6418,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-07",209.201413825,3465.863,24.85656,3441.006,"ETH","Ethiopia",1296109,376.6657,NA,NA,1392796.94,588417.83,33.56,27.63,7
6419,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-09",120.37766415,3465.863,24.85656,3441.006,"ETH","Ethiopia",1301889,378.3455,NA,NA,1392796.94,588417.83,33.56,27.63,9
6420,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-12",3.073539822375,3465.863,24.85656,3441.006,"ETH","Ethiopia",1310560,380.8653,NA,NA,1392796.94,588417.83,33.56,27.63,12
6421,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-01",12.83051550125,3465.863,24.85656,3441.006,"ETH","Ethiopia",1278768,371.6262,NA,NA,1392796.94,588417.83,33.56,27.63,1
6422,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-06",167.5900277625,3465.863,24.85656,3441.006,"ETH","Ethiopia",1293219,375.8258,NA,NA,1392796.94,588417.83,33.56,27.63,6
6423,"Southern Nations, Nationalities, and People's Region","Siltʼe",2013,"2013-11",28.17731195,3465.863,24.85656,3441.006,"ETH","Ethiopia",1307670,380.0253,NA,NA,1392796.94,588417.83,33.56,27.63,11
6424,"Southern Nations, Nationalities, and People's Region","Siltʼe",2014,"2014-04",111.6224197525,3465.863,24.85656,3441.006,"ETH","Ethiopia",1322120,384.2249,NA,NA,1230073.85,615474.33,31.56,24.93,4
