"d3mIndex","EVENT_DATE","TIME_PRECISION","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","FATALITIES"
3391,"2018-12-03",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (2018-)","",1,"Protesters (Ethiopia)","",6,16,"Eastern Africa","Oromia","West Wellega","Anfillo","Mugi",8.483,34.583,1,"BBC News","International",0
3392,"2018-12-03",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","South West Shewa","Waliso","Waliso",8.534,37.965,1,"BBC News","International",0
3393,"2018-12-03",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Oromia-Finfinne","Holeta Genet","Holeta Genet",9.063,38.491,1,"BBC News","International",0
3394,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","East Harerghe","Haro Maya","Alemaya",9.395,42.013,1,"Oromiya Media Network","International",0
3395,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","West Shewa","Ejere","Guder",9.183,38.333,1,"Oromiya Media Network","International",0
3396,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Oromia-Finfinne","Sebeta","Sebeta",8.917,38.617,1,"Oromiya Media Network","International",0
3397,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","West Wellega","Nole Kaba","Dabbaso",8.833,35.75,2,"Oromiya Media Network","International",0
3398,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Oromia-Finfinne","Burayu","Gefersa",9.067,38.667,1,"Oromiya Media Network","International",0
3399,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","West Wellega","Gimbi","Gimbi",9.167,35.833,1,"Oromiya Media Network","International",0
3400,"2018-12-04",1,"Protests","Excessive force against protesters","Police Forces of Ethiopia (2018-)","",1,"Protesters (Ethiopia)","",6,16,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,1,"Oromiya Media Network","International",0
3401,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","West Harerghe","Daro Lebu","Mechara",8.6,40.317,1,"Oromiya Media Network","International",0
3402,"2018-12-04",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","West Harerghe","Mesela","Masalaha",9.083,41.167,1,"Oromiya Media Network","International",0
3403,"2018-12-06",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","East Shewa","Adama","Nazreth",8.55,39.267,1,"Oromiya Media Network","International",0
3404,"2018-12-06",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Police Forces of Ethiopia (2018-)","",1,13,"Eastern Africa","Oromia","West Wellega","Sayo","Dembi Dolo",8.533,34.8,1,"BBC News","International",1
3405,"2018-12-06",1,"Protests","Excessive force against protesters","Police Forces of Ethiopia (2018-)","",1,"Protesters (Ethiopia)","",6,16,"Eastern Africa","Oromia","West Wellega","Sayo","Dembi Dolo",8.533,34.8,1,"BBC News","International",2
3406,"2018-12-08",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Oromiya Media Network","International",10
3407,"2018-12-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Tigray","Southern Tigray","Enderta","Mekele",13.5,39.467,1,"Oromiya Media Network","International",0
3408,"2018-12-09",1,"Violence against civilians","Attack","Benishangale Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia); Farmers (Ethiopia)",7,47,"Eastern Africa","Oromia","East Wellega","Haro Limu","Abba",8.573,36.121,2,"Oromiya Media Network","International",1
3409,"2018-12-09",1,"Violence against civilians","Attack","Unidentified Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","",7,47,"Eastern Africa","Southern Nations","Sheka","Yeki","Tepi",7.2,35.45,2,"Zehabesha","International",0
3410,"2018-12-10",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","East Harerghe","Chinaksen","Chinaksen",9.508,42.607,2,"Oromiya Media Network","International",4
3411,"2018-12-10",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Oromiya Media Network","International",1
3412,"2018-12-11",1,"Violence against civilians","Attack","Surma Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Maji Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Southern Nations","Bench Maji","Maji","Maji",6.2,35.583,2,"ESAT","International",0
3413,"2018-12-13",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Oromiya Media Network","International",13
3414,"2018-12-13",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Oromiya Media Network","International",0
3415,"2018-12-14",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Guji","Negele Borana","Negele",5.317,39.583,1,"Oromiya Media Network","International",0
3416,"2018-12-14",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Borena","Teltele","Teltele",5.067,37.383,2,"Oromiya Media Network","International",0
3417,"2018-12-14",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Oromiya Media Network","International",0
3418,"2018-12-14",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Amhara","Oromia Zone","Bati","Bati",11.192,40.017,2,"Oromiya Media Network","International",1
3419,"2018-12-14",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Borena","Arero","Arero",4.75,38.817,2,"Oromiya Media Network","International",0
3420,"2018-12-15",1,"Battles","Armed clash","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Chinaksen","Chinaksen",9.508,42.607,2,"VOA","International",3
3421,"2018-12-15",1,"Battles","Armed clash","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"VOA","International",15
3422,"2018-12-16",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","West Harerghe","Mieso","Bordode",9.233,40.75,1,"Oromiya Media Network","International",1
3423,"2018-12-17",1,"Battles","Armed clash","Hamar Ethnic Militia (Ethiopia)","",4,"Nyangatom Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Southern Nations","South Omo","Gnangatom","Bume",5.05,36.083,2,"Zehabesha","International",0
3424,"2018-12-17",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Addis Standard","National",12
3425,"2018-12-17",1,"Battles","Armed clash","Somali Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Oromiya Media Network","International",11
3426,"2018-12-18",1,"Violence against civilians","Abduction/forced disappearance","Benishangale Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Tigray Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Benshangul-Gumaz","Asosa","Assosa","Asosa",10.067,34.533,3,"VOA","International",0
3427,"2018-12-18",1,"Battles","Armed clash","Somali Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"BBC News","International",5
3428,"2018-12-19",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","Borena","Dire","Mega",4.058,38.32,1,"Oromiya Media Network","International",0
3429,"2018-12-19",1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Benshangul-Gumaz","Asosa","Assosa","Asosa",10.067,34.533,3,"BBC News","International",8
3430,"2018-12-20",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"Ethiopia Observer","National",0
3431,"2018-12-20",1,"Battles","Armed clash","Oromo Ethnic Militia (Ethiopia)","",4,"Amaro Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Southern Nations","Amaro","Amaro","Kele",5.815,37.767,2,"VOA","International",1
3432,"2018-12-20",1,"Battles","Armed clash","Amhara Ethnic Militia (Ethiopia)","",4,"Agaw-Qemant Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,2,"Xinhua","International",7
3433,"2018-12-20",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (2018-)","",1,12,"Eastern Africa","Oromia","Guji","Odo Shakiso","Shakiso",5.774,38.904,2,"ESAT","International",3
3434,"2018-12-20",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (2018-)","",1,12,"Eastern Africa","Oromia","West Wellega","Lalo Asabi","Lalo Asabi",9.083,35.833,2,"ESAT","International",4
3435,"2018-12-20",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Liyu Police","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","East Harerghe","Chinaksen","Chinaksen",9.508,42.607,2,"Oromiya Media Network","International",5
3436,"2018-12-21",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (2018-)","",1,12,"Eastern Africa","Oromia","West Wellega","Lalo Asabi","Lalo Asabi",9.083,35.833,2,"ESAT","International",4
3437,"2018-12-23",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Afar Ethnic Militia (Ethiopia)","",4,34,"Eastern Africa","Afar","Zone 3","Gewane","Gewane",10.166,40.645,2,"VOA","International",8
3438,"2018-12-24",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Afar Ethnic Militia (Ethiopia)","",4,34,"Eastern Africa","Afar","Zone 3","Gewane","Gewane",10.166,40.645,2,"VOA","International",6
3439,"2018-12-24",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Oromia","West Wellega","Gimbi","Gimbi",9.167,35.833,1,"VOA","International",1
3440,"2018-12-24",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"ESAT","International",0
3441,"2018-12-25",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Oromia","West Wellega","Gimbi","Gimbi",9.167,35.833,1,"VOA","International",1
3442,"2018-12-25",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Issa Clan Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 1","Dubti","Semera",11.794,41.006,3,"ESAT","International",9
3443,"2018-12-25",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Afar Ethnic Militia (Ethiopia)","",4,34,"Eastern Africa","Afar","Zone 3","Gewane","Gewane",10.166,40.645,2,"VOA","International",6
3444,"2018-12-25",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Government of Ethiopia (2018-)",7,37,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,2,"VOA","International",1
3445,"2018-12-25",1,"Violence against civilians","Attack","Somali Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Oromia","East Harerghe","Babile","Babile",9.217,42.333,2,"Oromiya Media Network","International",3
3446,"2018-12-26",1,"Violence against civilians","Attack","Somali Ethnic Militia (Somalia)","",4,"Civilians (Ethiopia)","Somali Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Somali","Welwel & Warder","Warder","Warder",6.974,45.341,2,"ESAT","International",22
3447,"2018-12-26",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Issa Clan Militia (Ethiopia)","",4,44,"Eastern Africa","Afar","Zone 1","Dubti","Semera",11.794,41.006,3,"ESAT","International",9
3448,"2018-12-26",1,"Violence against civilians","Attack","OLF: Oromo Liberation Front","",2,"Civilians (Ethiopia)","Farmers (Ethiopia)",7,27,"Eastern Africa","Southern Nations","Burji","Burji","Burji",5.5,37.833,2,"VOA","International",5
3449,"2018-12-26",1,"Riots","Mob violence","Rioters (Ethiopia)","Students (Ethiopia)",5,"Rioters (Ethiopia)","Students (Ethiopia)",5,55,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"Oromiya Media Network","International",0
3450,"2018-12-26",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,1,"Oromiya Media Network","International",1
3451,"2018-12-27",1,"Strategic developments","Disrupted weapons use","Police Forces of Ethiopia (2018-)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Zehabesha","International",0
3452,"2018-12-27",1,"Battles","Armed clash","Afar Ethnic Militia (Ethiopia)","",4,"Oromo Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Amhara","Oromia Zone","Bati","Bati",11.192,40.017,2,"Oromiya Media Network","International",3
3453,"2018-12-28",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","West Wellega","Guliso","Guliso",9.167,35.467,1,"Ethiopia Observer","National",5
3454,"2018-12-28",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Amaro Ethnic Militia (Ethiopia)","",4,24,"Eastern Africa","Southern Nations","Amaro","Amaro","Kele",5.815,37.767,2,"VOA","International",4
3455,"2018-12-28",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Police Forces of Ethiopia (2018-)","",1,13,"Eastern Africa","Oromia","Horo Gudru Welega","Abay Chomen","Fincha",9.568,37.367,2,"ESAT","International",2
3456,"2018-12-29",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Kambata Ethnic Group (Ethiopia)",7,37,"Eastern Africa","Southern Nations","Keffa","Bonga","Bonga",7.267,36.25,2,"Ethiopia Observer","National",10
3457,"2018-12-30",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","South Gonder","Fogera","Wereta",11.917,37.7,2,"Zehabesha","International",0
3458,"2019-01-01",1,"Strategic developments","Disrupted weapons use","Police Forces of Ethiopia (2018-)","",1,"Police Forces of Ethiopia (2018-)","",1,11,"Eastern Africa","Amhara","Bar Dar Sp. Zone","Bahir Dar Zuria","Bahir Dar",11.6,37.383,1,"ESAT","International",0
3459,"2019-01-01",1,"Battles","Armed clash","Oromo Ethnic Militia (Ethiopia)","",4,"Afar Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Amhara","Oromia Zone","Bati","Bati",11.192,40.017,2,"VOA","International",5
3460,"2019-01-01",1,"Violence against civilians","Attack","Somali Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Oromia","East Harerghe","Chinaksen","Chinaksen",9.508,42.607,2,"Oromiya Media Network","International",4
3461,"2019-01-02",1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,2,"Zehabesha","International",0
3462,"2019-01-02",2,"Protests","Protest with intervention","Protesters (Ethiopia)","",6,"Military Forces of Ethiopia (2018-)","",1,16,"Eastern Africa","Tigray","Eastern Tigray","Gulomekeda","Zela Ambesa",14.522,39.385,1,"ESAT","International",0
3463,"2019-01-07",1,"Battles","Armed clash","Agaw-Qemant Ethnic Militia (Ethiopia)","",4,"Amhara Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Amhara","North Gondar","Metema","Metema",12.967,36.2,1,"Twitter","New media",8
3464,"2019-01-07",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,1,"Twitter","New media",0
3465,"2019-01-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Tigray","Western Tigray","Kafta Humera","Humera",14.265,36.585,1,"VOA","International",0
3466,"2019-01-08",1,"Riots","Mob violence","Rioters (South Sudan)","Nuer Ethnic Group (South Sudan)",5,"Rioters (South Sudan)","Nuer Ethnic Group (South Sudan)",5,55,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,1,"Radio Tamazuj","Regional",2
3467,"2019-01-08",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Afar","Zone 3","Argoba","Argoba",9.5,39.95,2,"Twitter","New media",0
3468,"2019-01-08",2,"Protests","Excessive force against protesters","Protesters (Ethiopia)","",6,"Military Forces of Ethiopia (2018-)","",1,16,"Eastern Africa","Amhara","North Gondar","Metema","Metema",12.967,36.2,1,"ESAT","International",8
3469,"2019-01-08",1,"Protests","Protest with intervention","Protesters (Ethiopia)","",6,"Military Forces of Ethiopia (2018-)","",1,16,"Eastern Africa","Tigray","Western Tigray","Tahtay Koraro","Shire",14.138,38.283,1,"ESAT","International",0
3470,"2019-01-09",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","North Gondar","Metema","Metema",12.967,36.2,1,"Twitter","New media",0
3471,"2019-01-09",1,"Riots","Mob violence","Rioters (South Sudan)","Nuer Ethnic Group (South Sudan)",5,"Rioters (South Sudan)","Nuer Ethnic Group (South Sudan)",5,55,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,1,"Radio Tamazuj","Regional",2
3472,"2019-01-10",1,"Riots","Mob violence","Rioters (South Sudan)","Nuer Ethnic Group (South Sudan)",5,"Rioters (South Sudan)","Nuer Ethnic Group (South Sudan)",5,55,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,1,"Radio Tamazuj","Regional",2
3473,"2019-01-11",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Twitter","New media",2
3474,"2019-01-11",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Twitter","New media",0
3475,"2019-01-14",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Afar","Zone 1","Dubti","Semera",11.794,41.006,3,"VOA","International",0
3476,"2019-01-14",1,"Violence against civilians","Attack","Unidentified Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Kambata Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Southern Nations","Keffa","Bonga","Bonga",7.267,36.25,2,"ESAT","International",37
3477,"2019-01-16",1,"Strategic developments","Arrests","Military Forces of Ethiopia (2018-)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Benshangul-Gumaz","Asosa","Assosa","Asosa",10.067,34.533,3,"ESAT","International",0
3478,"2019-01-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Somali","Sitti","Shinile","Shinile",9.688,41.845,2,"Twitter","New media",0
3479,"2019-01-18",1,"Violence against civilians","Attack","Police Forces of Ethiopia (2018-) Afar Special Forces","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Somali","Sitti","Shinile","Arabi",10.183,42.133,2,"VOA","International",4
3480,"2019-01-21",1,"Riots","Mob violence","Rioters (Ethiopia)","",5,"Civilians (Ethiopia)","Orthodox Christian Group (Ethiopia)",7,57,"Eastern Africa","Dire Dawa","Dire Dawa","Dire Dawa","Dire Dawa",9.598,41.847,1,"ESAT; Addis Standard","National-International",0
3481,"2019-01-22",1,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"Police Forces of Ethiopia (2018-)","",1,15,"Eastern Africa","Dire Dawa","Dire Dawa","Dire Dawa","Dire Dawa",9.598,41.847,1,"ESAT; Addis Standard","National-International",0
3482,"2019-01-23",1,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"Police Forces of Ethiopia (2018-)","",1,15,"Eastern Africa","Dire Dawa","Dire Dawa","Dire Dawa","Dire Dawa",9.598,41.847,1,"ESAT; Addis Standard","National-International",1
3483,"2019-01-24",1,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"Police Forces of Ethiopia (2018-)","",1,15,"Eastern Africa","Dire Dawa","Dire Dawa","Dire Dawa","Dire Dawa",9.598,41.847,1,"Addis Standard; ESAT","National-International",0
3484,"2019-01-24",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Southern Nations","Keffa","Bonga","Bonga",7.267,36.25,1,"VOA","International",0
3485,"2019-01-25",1,"Violence against civilians","Sexual violence","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","Women (Ethiopia)",7,17,"Eastern Africa","Oromia","East Wellega","Sasiga","Sasiga",9.163,36.505,2,"BBC News","International",0
3486,"2019-01-28",1,"Violence against civilians","Attack","OLF: Oromo Liberation Front","",2,"Civilians (Ethiopia)","Farmers (Ethiopia)",7,27,"Eastern Africa","Southern Nations","Amaro","Amaro","Kele",5.815,37.767,2,"ESAT","International",2
3487,"2019-01-31",1,"Battles","Armed clash","Shekacho Ethnic Militia (Ethiopia)","",4,"Tepi Communal Militia (Ethiopia)","",4,44,"Eastern Africa","Southern Nations","Sheka","Yeki","Tepi",7.2,35.45,1,"ESAT","International",5
3488,"2019-01-31",1,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"Police Forces of Ethiopia (2018-)","",1,15,"Eastern Africa","Southern Nations","Sheka","Yeki","Tepi",7.2,35.45,1,"ESAT","International",0
3489,"2019-01-31",1,"Riots","Violent demonstration","Police Forces of Ethiopia (2018-)","",1,"Rioters (Ethiopia)","",5,15,"Eastern Africa","Southern Nations","Konso","Konso","Konso",5.25,37.483,1,"ESAT","International",0
3490,"2019-02-01",1,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"","",0,50,"Eastern Africa","Oromia","East Harerghe","Babile","Babile",9.217,42.333,2,"VOA","International",0
3491,"2019-02-05",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Labour Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Sidama","Awasa","Hawasa",7.062,38.476,1,"Twitter","New media",0
3492,"2019-02-08",1,"Strategic developments","Agreement","ONLF: Ogaden National Liberation Front","",2,"Police Forces of Ethiopia (2018-) Liyu Police","",1,12,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,1,"ESAT","International",0
3493,"2019-02-09",1,"Strategic developments","Looting/property destruction","Muslim Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Protestant Group (Ethiopia)",7,47,"Eastern Africa","Southern Nations","Hadiya","","Alaba",7.454,38.212,2,"Twitter","New media",0
3494,"2019-02-10",1,"Strategic developments","Looting/property destruction","Christian Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Muslim Group (Ethiopia)",7,47,"Eastern Africa","Amhara","South Gonder","Kemekem","Addis Zemen",12.117,37.783,2,"Twitter","New media",0
3495,"2019-02-11",1,"Violence against civilians","Attack","Agaw-Qemant Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Amhara Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Amhara","North Gondar","Chilga","Aykel",12.55,37.067,2,"VOA","International",0
3496,"2019-02-11",1,"Violence against civilians","Attack","Agaw-Qemant Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","Amhara Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Dembia",12.45,37.333,1,"VOA","International",0
3497,"2019-02-12",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","Borena","Miyo","Hidilola",3.733,38.583,1,"BBC News","International",5
3498,"2019-02-13",1,"Strategic developments","Arrests","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","Agaw-Qemant Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Amhara","North Gondar","Metema","Metema",12.967,36.2,1,"EBC","National",0
3499,"2019-02-16",1,"Violence against civilians","Attack","Unidentified Ethnic Militia (Ethiopia)","",4,"Civilians (Ethiopia)","",7,47,"Eastern Africa","Southern Nations","Amaro","Amaro","Kele",5.815,37.767,1,"Twitter","New media",2
3500,"2019-02-19",1,"Violence against civilians","Attack","Military Forces of Ethiopia (2018-)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","Guji","Bore","Bore",6.367,38.617,2,"VOA","International",7
3501,"2019-02-19",1,"Strategic developments","Looting/property destruction","Government of Ethiopia (2018-)","ODP: Oromo Democratic Party",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Yeka","Lege Tafo",9.067,38.883,1,"Addis Standard","National",0
3502,"2019-02-21",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Southern Nations","Sidama","Awasa","Hawasa",7.062,38.476,1,"VOA","International",0
